Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
decay;salbp1-simulated-annealing.cpp;19;0.6740322113037109;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;1.1988918781280518;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;0.9955816268920898;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;1.9361259937286377;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;1.9233722686767578;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;1.7195932865142822;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;1.0611991882324219;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;2.2862651348114014;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;2.2573373317718506;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.7581591606140137;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.077524185180664;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;2.5511910915374756;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;2.134042739868164;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;2.167698383331299;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.1887214183807373;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;1.1363747119903564;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;0.8534419536590576;0-3;Random bit-flip
iterations;salbp1-simulated-annealing.cpp;20;1.179929494857788;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;1.2340295314788818;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;2.027907371520996;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;1.8307805061340332;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;2.2257752418518066;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;1.6969749927520752;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.9526400566101074;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;2.840303659439087;0-3;Random bit-flip
verbose;salbp1-simulated-annealing.cpp;24;1.03397798538208;0-3;Random bit-flip
temperatureLimit;salbp1-simulated-annealing.cpp;18;0.5212109088897705;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;1.0247297286987305;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;1.4886047840118408;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.7086021900177002;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;0.983677864074707;0-3;Random bit-flip
temperatureLimit;salbp1-simulated-annealing.cpp;18;1.0468170642852783;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;1.5218658447265625;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;3.0950872898101807;0-3;Random bit-flip
iterations;salbp1-simulated-annealing.cpp;20;1.4675085544586182;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;1.927905797958374;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;1.5239815711975098;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.4013803005218506;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;1.4081556797027588;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;1.4677722454071045;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;2.1056442260742188;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;2.2703115940093994;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.3683295249938965;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;1.3621280193328857;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.5429999828338623;0-3;Random bit-flip
iterations;salbp1-simulated-annealing.cpp;20;1.7522861957550049;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;1.0486056804656982;0-3;Random bit-flip
iterations;salbp1-simulated-annealing.cpp;20;1.1507031917572021;0-3;Random bit-flip
taskTimes;salbp1-simulated-annealing.cpp;12;1.413912057876587;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.0769250392913818;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.3518846035003662;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;1.4669463634490967;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;2.4002697467803955;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;2.266270160675049;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;2.2087438106536865;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.984961748123169;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;2.1214869022369385;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;1.2604522705078125;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;1.8466804027557373;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;2.231633424758911;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;2.2131261825561523;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;1.7372207641601562;0-3;Random bit-flip
temperatureLimit;salbp1-simulated-annealing.cpp;18;0.7441847324371338;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.915053367614746;0-3;Random bit-flip
temperatureLimit;salbp1-simulated-annealing.cpp;18;0.8553445339202881;0-3;Random bit-flip
iterations;salbp1-simulated-annealing.cpp;20;0.8925881385803223;0-3;Random bit-flip
iterations;salbp1-simulated-annealing.cpp;20;2.0904417037963867;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;0.728351354598999;0-3;Random bit-flip
verbose;salbp1-simulated-annealing.cpp;24;1.0030746459960938;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;2.4293878078460693;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.106945514678955;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;1.8131015300750732;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;2.798238515853882;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;0.7607893943786621;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;1.120542287826538;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;2.5878214836120605;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;2.29882550239563;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.7142815589904785;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;1.055342435836792;0-3;Random bit-flip
iterations;salbp1-simulated-annealing.cpp;20;2.580806016921997;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;1.337188482284546;0-3;Random bit-flip
temperature;salbp1-simulated-annealing.cpp;16;0.6746730804443359;0-3;Random bit-flip
__next;/usr/include/c++/5/bits/stl_algo.h;1821;1.0266802310943604;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;2.1093289852142334;0-3;Random bit-flip
temperatureLimit;salbp1-simulated-annealing.cpp;18;1.523784875869751;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.9542644023895264;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;1.8319735527038574;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.7024784088134766;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.8883180618286133;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;0.6148996353149414;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;1.2734475135803223;0-3;Random bit-flip
iterations;salbp1-simulated-annealing.cpp;20;2.3557066917419434;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.385850191116333;0-3;Random bit-flip
temperatureLimit;salbp1-simulated-annealing.cpp;18;0.7060480117797852;0-3;Random bit-flip
iterations;salbp1-simulated-annealing.cpp;20;1.947859525680542;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;1.9258649349212646;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;0.6809229850769043;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;1.6843442916870117;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.1100757122039795;0-3;Random bit-flip
temperatureLimit;salbp1-simulated-annealing.cpp;18;1.0484263896942139;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.5108349323272705;0-3;Random bit-flip
decay;salbp1-simulated-annealing.cpp;19;1.9122726917266846;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;2.0328359603881836;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;1.7206850051879883;0-3;Random bit-flip
seed;salbp1-simulated-annealing.cpp;21;0.8121085166931152;0-3;Random bit-flip
cycleTime;salbp1-simulated-annealing.cpp;11;1.3653650283813477;0-3;Random bit-flip
