bitflips:;11242
Total SDCs:;99
Detected SDCs:;5
Crashes:;63
Simultaneous SDCs and Crashes:;0

FaultModels Undetected SDCs:
FaultModel ;#SDCs; percentage
Random bit-flip;94;94.94949494949495

FaultModels Detected SDCs:
FaultModel ;#SDCs Detected; percentage
Random bit-flip;5;5.05050505050505

FaultModels Crashes:
FaultModel ;#Crashes; percentage
Random bit-flip;63;63.63636363636363

Variables that caused Undetected SDCs:
PVF ;#flips ;#SDCs ;Var name ;file ;line number
100.0;1;1;__niter;/usr/include/c++/5/bits/stl_algobase.h;768
1.2987012987012987;77;1;__last;/usr/include/c++/5/bits/stl_algo.h;4689
2.0408163265306123;49;1;__first1;/usr/include/c++/5/bits/stl_algobase.h;1057
0.8130081300813009;123;1;instance;salbp1-sa.cpp;19
1.6666666666666667;60;1;__first;/usr/include/c++/5/bits/stl_algobase.h;335
0.5405405405405406;185;1;newTasks;solution.cpp;61
0.6060606060606061;165;1;durationSec;salbp1-sa.cpp;32
6.25;16;1;__first1;/usr/include/c++/5/bits/stl_algobase.h;827
1.2658227848101267;79;1;__n;/usr/include/c++/5/bits/stl_algobase.h;338
1.3513513513513513;74;1;__first2;/usr/include/c++/5/bits/stl_algobase.h;837
0.23866348448687352;419;1;neighbour;simulatedannealing.cpp;42
1.5384615384615385;65;1;stationTimes;solution.cpp;49
2.631578947368421;38;1;__it;/usr/include/c++/5/bits/stl_algobase.h;282
1.5625;64;1;__x;/usr/include/c++/5/bits/vector.tcc;168
1.3157894736842104;76;1;i;solution.cpp;50
2.1739130434782608;46;1;__first2;/usr/include/c++/5/bits/stl_algobase.h;1057
1.4492753623188406;69;1;__first1;/usr/include/c++/5/bits/stl_algobase.h;813
1.4925373134328357;67;1;__last1;/usr/include/c++/5/bits/stl_algobase.h;813
8.333333333333332;12;1;__last;/usr/include/c++/5/bits/stl_algobase.h;373
1.8181818181818181;55;1;_rtld_global_ro;rtld.c;168
0.5988023952095809;167;1;instance;solution.cpp;11
